Model,Accuracy,Balanced Accuracy,Precision,Recall,F1 Score,ROC AUC,MCC,Cohen Kappa,Training Time,Prediction Time,Throughput,Latency,Memory Usage,Model Size
ANN,0.9210661422910641,0.9143920516130108,0.9739362243488474,0.9210661422910641,0.9434184702870086,0.9960511578740182,0.8013719148454366,0.7826656353317385,4234.57223367691,18.4888858795166,27285.202758425465,0.0366499017380843,-533.72265625,0.6942338943481445
